user,playtime,post_date,helpfulness,review_text,recommend,early_access_review
Woolyruthless,35.1,"September 10, 2024",42,"This game is severely over-hyped. The graphics, music, and cut scenes are awesome. The fundamental aspects of this game revolving around combat have a lot QoL issues that make this impossible for me to want to keep playing. See below for examples:Healing potion doesn't always work, spamming often uses more than intended. I have tested this outside of combat as well. I have NO idea how more people have not brought this up. It's infuriating. Immobilize (Freeze ability) just bugs out randomly, cool down is started as if you used it. Often times during a boss you need to cast this spell quickly to give some relief in the pace of combat. Several times this spell has cast, done nothing, and the cool down starts to countdown as if I have used it.Issues with ""Composure skill"" - this ability allows you to dodge attacks in the middle of light combo attacks. It doesn't always work. Other issues: - The spawn location when you die and reattempt Zhu Baije boss is such a baffling bad design, I can't believe the devs thought it was a good idea to make you walk for 3 minutes every time you respawn and reattempt that boss, JFC. - chapter 3 straight up sucks, you're stuck going in a circular prison for 2 hours.  - Scorpion mini boss Chapter 4 - severely bugged. Multiple times wasn't able to attack because boss was glitched in strange position. - One of the coolest looking areas in the game, Purple Cloud Mountain, has awful screen tearing. Had no issues in the other areas of the game. Really takes away from the enjoyment of this awesome looking area.",False,
Langlex,72.7,"August 24, 2024",42,"Don't trust the benchmark, be it the tool or the in-game one if you have a weak pc, the game suffers significant framedrops and stutters starting with the final boss of the first level, which could make you overdue for a refund.------------------Update after nearly another 20 hours:After got kicked back by steam refund policy, I found more means to improve performance and beat the first two levels, I must say I'm deeply impressed with the artworks of this game, true works of art. The stutters, clearly centered upon various effects, are said to be a nasty quirk of early UE5 engine after some discussion. I faced them again with the white dragon on chapter 3, this time even heavier when it starts casting lightnings.However its not unmanageable as long as you use spells to lock it out of using them, and the rolls in this game have a very long range and much more invincible frames even compared to Dark Souls 3, so its okay.Still I'll leave this here as negative as a fare warning. Performance on low-end pc only becomes acceptable with a lot of downgrading to real resolution and frame generation that comes with the algorithm to fake it, pixelating effects and everything in motions, which is everywhere in a fast paced arpg, so much that it often hurts the eyes, evident with the floating sands on chapter 2. Overall getting worse graphics than last-gen with worse frames, and the quirks of UE5 can make thing laughable at times, but I guess that's just how corpos force people to buy new hardware now a days.",False,
Dio,1.1,"August 19, 2024",41,"Game is too simple and it feels old gen with simple mechanics, comparable to ps3 games, poor enemy AI, physics are crap and there are invisible barriers everywhere ! The storytelling is extreme generic, even the speeches are weak, you can`t feel tension at all.Definitely not worth the price. Wait for gamepass.",False,
Scoot,1.4,"August 21, 2024",39,"Gameplay is boring. Cutscenes and graphics are very nice, story seems interesting, but it's not enough to carry the game for me. I could accept having invisible walls and very linear level design if the combat had more ""meat"" to it, but it just doesn't. I'd also probably be a little more accepting of its shortcomings if it didn't have a $60 price tag.This feels like a cinematic AAA game made by an indie studio. Fortunately, it's already successful enough for the devs to go on to make more games. But it's a rough start if you're like me and expected more than a button masher with pretty graphics.",False,
Toasterstrud311,5.3,"August 20, 2024",38,"I honestly don't know if i can recommend this game to anyone except die hard fans of the original story. Sadly the only thing positive i can say about the game is that it is BREATHTAKING to look at, good GOD they did such a good job with it. Other than that I have many problems with the game.Let's start with the biggest sin of the game imo the story (or lack there of). As someone who has not read the journey to the west story and only has a very basic knowledge of the story i am so confused as to what is going on. I'm half way through chapter 2 and the only thing i can say about the story is that I am a monkey and i have bonked many things because the game said so. It seems like the developers just expect everyone to have read the story and understand whats going on.Next sin the combat. First i'd like to say that the actual combat feels great, nothing groundbreaking but fun. My biggest issue is the amount of bosses and the miniscual amount of damage you do to them. In the first chapter you fight 5 or 6 bosses, most of them happen one right after another. Even when i upgraded my weapons I tickled most of the bosses i fought while they took out a quarter of my health with one hit. This game obviously takes inspiration from god of war and jedi survivors however the one thing they didn't incorporate from those games is a difficulty option. If they wanted to make it more of a souls like game, they should've allowed for greater weapon customization to compensate for the minuscule amount of damage your base weapon does. Instead they give you a stick and expect you to just keep bonking the bosses until they stop moving. While I do acknowledge this can be fun for some people, I found it infuriating. Another big issue with some of the fights is the camera, at the end of chapter 1 you fight a random bear dude who loves to dash from one end of the arena to the other. While on paper this sounds fun, in execution the camera constantly jumping everywhere makes it hard to read the bosses movements and dodge accordingly. Another aspect of the combat that infuriates me is the skills. While yes the skills your given are really cool, they aren't as big of a help as you would think. Take for instance the freeze skill. Every time i used it, it was a guessing game for how long it would last. Sometimes it would last for 10 seconds and other times it would last for a single second, there were even times it didn't work period. The skills also use your ""mana"" however you are given no way of recovering your mana other than using rest points. So once your mana runs out, these skills which are vital to the gameplay are no longer available to you and you're back to using your stick which does no damage. The last sin I want to talk about is level design. While yes the maps are GORGEOUS and exploration is highly encouraged, the problem lies in the absurd amount of invisible walls throughout some of the maps. Every time i saw what looked like a path i could explore i was stopped by an invisible wall. Exploring parts of the map i was allowed to explore also wasn't that rewarding, I often found myself walking in circles because the path you were supposed to follow wasn't made clear and most of the ""rewards"" you find are either in game currency or another boss which rewards you with a lackluster skill.Overall if you're that desperate for a god of war/jedi survivor type game go ahead and play this. But be warned this game isn't as polished as those games are. If you want to experience the journey to the west story DO NOT play this game, nothing is explained and you'll probably just end up as confused as i am.",False,
EL RAT,92.6,"August 25, 2024",38,"Over-hyped and over-praised.The best part about the game wasn't in the gameplay or graphics, but the beautiful animated sequences and art murals at the end of each chapter.",False,
gegMAKAP,12.9,"August 20, 2024",36,"Game is boring af. Another souls game wannabe except without it's charm. Sekiro had satisfying combat, Elden ring had massive open world and a doll waifu. This games story felt like a chore to watch. Cutscenes are extremely long and boring, it felt like they deliberately padded them out so you would moss your refund option. Since the game is chinese i had to play with english dub, and oh boy, ALL THE DIALOGUE in the game sounds like crackheads behind 7/11 fishing for a fight. I legit didn't understand the plot, sounded like ""get your powers back for the sake of getting yor powers back"". The first combats tutorial was just press x for a light attack. That's it.... i dunno, maybe few hours down the road the game will pick up speed, but game about combat with boring combat sounds like a terrible game.",False,
D-Black Catto,0.3,"August 19, 2024",36,"First, some triggering words: quarantine, isolation, covid-19, taiwan, Uyghur genocide, tainanmen massacre, winnie the poohwomen>>>men Now that we're done with that, let's proceed to the game.The biggest upside of this game is that it looks nice. However, unless you have supercomputer, you won't be able to enjoy the view outside of screenshots. The reason for that is terrible optimization. I have better specs then recommended, yet it stuttered all the time and crushed after a few minutes. Even people who have rtx 4090 complain about fps drops and crashes, the forums are full of such threads.I am happy for a million or so chinese people currently playing the game that their country finally produced an AAA title, but I have to refund it until they fix it or I get a much, muuuch better pc. (Also, the first thing the game asks you when you turn it on is permission to collect your personal information. What do they need it for?)",False,
BaraKuda,5.0,"August 23, 2024",35,"This game will die faster than palworld, mark my words. Not what I expected, yes the graphics and bosses are good and at best interesting, the rest of the game is absolutely depressing, I wanted my refund but got denied, would refund 100% not worth 60$ at all. Where's the map in the game,there is no MAP dude like whaaaat ??? People are brainwashed by paid up streamers and youtubers at best an AVERAGE game. Cheers (I would have rather donated de 60$ to a homeless guy instead of buying this game hawk tuah).",False,
we live in the DaNkEsT timeline,0.5,"August 20, 2024",35,"Average looking UE5 game with UE5 graphical problems (pop-ins, flickering, abyssal dynamic range between shadows and highlights). Braindead between-bosses gameplay, unfair / unfun boss gameplay. Level design is generic to the point of feeling like an asset flip.",False,
Gordon,39.4,"September 5, 2024",35,"I was on the fence about whether to recommend this game or not before I realized that if I need to think about it, then I can’t recommend it. Still,  is about as close to getting a recommendation as a game that I don’t recommend can be, if that’s worth anything. If you can snag this on sale for $30 or $40, it’s worth that price. It’s also important to support games like this and  that show that countries not known for producing solid single-player games can do just that. But there is a limit to what that leeway will allow.  is so close to being such a solid game. Sadly, as I continued playing, I was having less and less fun with it. Maybe my expectations were too high for a developer’s first “real” video game. Maybe I should have expected some of the jank and some of the issues in the game. Then again, for a $60 game that presents itself as being on the same level as other AAA titles, maybe it isn’t completely unfair that my expectations were as high as they were for . The game starts strong with Wukong talking insane amounts of trash to a literally massive Celestial Court. I was all for that. I was ready to be on board with this character. I was ready for a story where he could grow from this brash character across a long journey. Wukong in the intro was so enjoyable that it was a punch in the mouth when we got stuck with a mute monkey that has no personality, character, or charm. Looking back on it, I think the Destined One was probably meant to be a character you project yourself onto. That’s all fine and good, but sadly, I wasn’t a monkey swinging around a staff the last time I checked, so that fell a little flat. That start put me in a disappointed mindset. I can’t help but feel like it would have been better to include that glorified cutscene toward the end of the game instead of leaving the player with a jarring character shift right at the start of the story. In fact, a lot of the other characters are fun to watch, which makes the Destined One’s complete lack of character even more annoying to deal with as the story progresses. I get that writing a character to be the focal point of a long story can be hard, but come on, this was based on one of the most iconic pieces of Chinese literature in the world. Something more than a mute monkey could have been done here. In fact, despite being based on one of the most iconic pieces of Chinese literature ever, the story isn’t up to much at all. I will concede that this might be because I’m entirely unfamiliar with , but I think I can be forgiven for expecting a standalone game to tell a story. The second, third, or fourth game in a series? Sure, it’s on me for not knowing what’s going on. I’m not putting not having a firm grip on the narrative on me in this instance, not when the story dumps come in the form of “music videos” before dropping me in the middle of a brand-new area and biome. Mighty nice-looking biomes, mind you. Granted, they’re the kind of nice-looking that’s better for pretty screenshots instead of practical and intuitive level design. After Chapter 1, the areas are just too big. I felt like I was spending most of my time running around, trying to hunt for secrets since I wanted to get as much out of the game as possible, and that became annoying. Granted, I appreciate a developer who puts huge areas and missable secrets in games that are both cool and help with the future critical path stuff. It makes it worth the player’s time and effort to engage with side content, and in the world of bloated games like  and , having side content that’s worth engaging with is a huge plus.  Still, the level design became almost unbearable in  I know you made very pretty environments. They are very pretty indeed. Please, when you make the inevitable sequel to this game, trim the fat down, make the areas smaller, add better indicators for what’s a pile of rubble that’s worth climbing on and what isn’t, and let people focus on the best part of your game: the combat. The combat, while the best part of the game—particularly against the visually impressive bosses—still has its own set of baggage. There’s a robust set of skill trees, and while there aren’t really “builds” in , there are plenty of options to shake up your play style. There are probably too many skill tree options, but unlike Path of Exile, looking at  skill trees doesn’t make me want to puke. Low bar to clear but clear it  did. The biggest issue with the combat is that it just doesn’t work half the time. I have no idea how they worked on this game for so long, hanging their hat on the combat, and somehow aerial heavy attacks just don’t connect. It was insane how many times I would walk up to a stationary enemy, jump in the air, and use my heavy attack, just for my hit to not connect. This game spent 6 years in development. I should not have issues hitting an aerial heavy attack because the game decided to take a nap on the job. Enemy hitboxes and hurtboxes in general aren’t very good. Too many attacks would miss because an enemy bigger than my apartment wiggled an inch to the left. Of course, that rule doesn’t apply to you. In the interest of fairness, the Destined One decided to expand his hurtbox to twice his normal size on either side of him. The only exception to this is when you’re in your Rock Solid—the game’s parry—form. Then enemy attacks will often conveniently miss you until you’re out of your Rock Solid form. Rock Solid is one of the first spells that just won't work half the time. There’s a bug where you can use your Immobilize spell on a boss, but it won’t work, and the boss will hit you anyway and out your spell on cooldown. I’m giving the developers the benefit of the doubt by saying this is a bug, because if it’s intentional game design to have the immobilize spell not immobilize when used, then it’s inexcusable. Even when the spells do work, there’s a chunk of bosses that just don’t let you use them. You’ll use Immobilize, and what is essentially plot armor kicks in, and they say you don’t get to use that spell. Nope, it doesn’t matter how many points you invested into that spell. You don’t get to use it on the boss because the game says you can’t. On top of that, some of the boss fights are horrendously designed and were the tipping points into making me realize the game just wasn’t as fun as it had been. Despite the game itself getting easier as it went on thanks to the upgrades, the devs made sure to study up on Manus, Father of the Abyss, to make sure they got their spastic flailing down just right. At least the worst single attack most bosses have in their arsenals is the lost mystical art of a random 20 FPS drop. are two boss fights that are exceptionally bad, making sure they stocked up on their  18-hit, flailing combos along with plenty of poise (a trait shared with normal enemies, for some reason) to ensure they got to be as annoying as possible. When they decide you’ve had too much fun and got to play the game too much, they make sure to take to the air for a few years, letting you contemplate your sins of winning too hard. You know what? Perhaps that’s in line with the game’s themes. Disappointingly,  is a game of numerous small irritations that surround the core of something that could be so much better. In a game that can take around 40 hours to complete when doing as much content as possible, numerous small irritations start to mount and pile on to the point that the game is best purchased on sale, or at the very least, when some of those issues get ironed out.",False,
Illiaz,47.9,"August 31, 2024",35,First 2 chapters are super fun and the fights are amazing. After that every boss just spends the entire fight flying around while you dodge and jump around waiting for them to land so you can get half a combo in before they fly again and spam AOE attacks,False,
Used Chicken,13.1,"September 2, 2024",34,"Visually incredible but the gameplay is extremely inconsistent. The level design is pretty much a non-factor, the landscapes are beautiful but gameplay wise, they're just settings to whale of lesser yaoguai. Many of said lesser yaoguai are immense damage sponges which means taking them out is more of a chore than I'd prefer. This doesn't make them harder to deal with, mind you, they're almost all trivially easy to stunlock when you get them one on one which is 90%+ of your encounters with them. At its worst the level design devolved into major jank, with thin plans to walk across while trying to deflect arrows, an action which would sometimes just send you falling into the abyss. Many areas looked accessible in the world but upon closer inspection were blocked off by a low rock that the monkey king should be able to jump over with ease. In general the levels' visual layout constantly remind you that you're in a game world. Since you aren't really here for the levels, you'd hope that either the narrative or the bosses would be the real show stoppers. The narrative didn't really do it for me. It wasn't bad but it wasn't anything special, even by game standards, and it was marred by what I can only imagine was a mediocre translation. The bosses were more of a mixed bag. All were visually captivating, some were mechanically interesting, and some were horrible. In general the combat is a little too floaty, giving too little visual and auditory feedback on dealing or receiving damage to be truly satisfying. I've seen this game sold as somewhere between a Dark Souls and a God of War on the gameplay style and I can see that, but it lacks the visceral feel of the combat in either series and thus finds itself inferior to both. The worst boss fight I completed before giving up was the dragon in the third area, which constantly floats just high enough that your attacks have maybe a 60% chance of landing. It's not a difficult fight and I cleared it on my second try but it feels more like a fight against janky design than the challenging foe the dragons design should represent. Ultimately the only thing that really impressed me here was the visuals.",False,
Hot Cigar,4.7,"August 31, 2024",34,"After clearing a stage 4.5 hours in I feel like there is a big ""something"" missing from the combat.It's quite disappointing as the rest of the game looks and feels excellent, from the story telling choices and the UI's.But combat being the main aspect of the game I can't really bring myself to play any further than the Electric Frog Boss very early in the second Chapter.I feel like there is no impact when striking my opponents, the peons are very weak and die too quickly to get that satisfying final hit during the combo but it feels like a waste to use a fully charged heavy to quickly dispatch them with that satisfying smack.When fighting a boss I feel like I'm a flea using CQC on an Ox. I'm relying on my cool-downs to rinse and repeat every single time and after a few too many encounters I can feel the repetitive nature scratching away at my brain.I really wanted to like this game as it IS beautiful the illustrations, the effort in the descriptions of the Yaoguai is insane.I don't know if this is me being picky... but the very obvious invisible walls seems a tad lazy for the quality we see in many areas. I feel like this is an example of ""Being a mile wide but an inch deep"" when it comes to their level design. UE5 is beautiful but it isn't a crutch.I know it's not an open world game but I'd like some creativity when it comes to blocking my path.Pros:- Storytelling- Stunning illustrations- Unintrusive UI (for how many mechanics are at play)Cons:- Flat feeling combat- Early repetitive nature",False,
Birthday,45.1,"August 20, 2024",32,"everyone seems to be highlighting its strong suites i'm going to try and highlight some of its negatives. i recommend it but there are way too many positives to filter out some grievancesso far generally speaking though i really like it. i'm only hitting negative so that if you filter that way you can see some proper criticisms but again its worth buying.  Revising this After around 30 Hours and on chapter 5 i'm deleting most of my first review to now really highlight the major issues i've found with the game at this point and i don't imagine will be fleshed out by the end of it. hit detection can be real hit or miss sometimes, especially when you transform it seems like only one part of the staff hits, however enemies auto target, hone in and follow you even in the air or while spinning on the ground. additionally almost every part of an enemy during an attack is part of the attack, even if their back foot doesn't move you'll probably take damage. enemies can be staggered but they have no indicator for this or tells really, telegraphing across the board could use a couple more passes. some enemies will launch the same attack,  identical animations but one will lock you into a cut scene, one will do chip damage one will take a 4th of your health this is especially prevalent on bosses.- This has been a major upset, some enemies have 3-4 Cutscene 75% damage hits that you just cannot avoid. its a way of circumventing difficulty with guarenteed damage and i dont think this is a good design especially used as often as it is. some you can dodge i think? but sometimes i think that the bug is i could dodge it and not the otherway around. Now Do they look cool? yes for sure but again its the amount of them used that i find the issue with and the telegraphing in general can be rough.  Exploration is very lacking to non existent, it gets better in the second chapter i'm not sure about onward but it defiantly is better there, however the invisible walls in this game are insane i've honestly never see a modern use this egregious. for a group that has designed some truly breathtaking and exciting vistas you are constantly blocked by walls. some areas you aren't, even though you'd think you would be. it makes fully exploring or uncovering secrets not that fun cause you are sorta trained to not look because everything blocks you till it doesn't? - so yes the exploration gets much much better later on, especially chapter 4 is gigantic but the issues with walls is present the entire time, and the lack of a map really combines to be problematic. the game is gorgeous without a doubt i've never seen this many art assets used in a game, some gigantic set pieces for just a statue to look at, no context, no journal entry, no boss just a beautiful piece of art. as an artist i love this but from a design standpoint at times it feels like were missing something. This though i think is more a problem with modern game design and not this game specifically. i cant stress enough this probably the first game Over 100gigs where i go ""yeah that makes sense"" it feels like nothing is reused. even down to the shrines, Each zone has its own version, its crazy they really put the work in here. but the Geography of the zones and the lack of a map do make it so that it can just be confusing and frustraiting, i wanna say the game is doing this intentionally to teach a lesson that wukong also is learning, keeping track of the enviroment, looking around, being aware but again some of the parts are just confusing. i don't want any type of Quest marker or direction, just a simple map with shapes would be totally fine. some kind of layout. but truth told if you were in his postion you probably wouldn't have one. last thing ill touch on is itemization i don't love it, i also don't quite get how its delivered. You have 4 slots. helm, gloves, chest and feet. These all have set bonuses that are for either 2,3,4 pieces so mixing is really not optimal in anyway and it seems designed for full sets. some sets designed for just a specific move. ideally this is fine but when theyre delivered is confusing to say the least. The way theyre set out is similar to like monster hunter, say like you killed a poison type monster, well now you have resistance to poison. here its like i killed a boss and he gave me a set that increases certain stats while standing in mud which the boss itself was also in mud. i have not seen mud again or before that fight, so its like a set of armor designed for a specific fight that you just did and realistically may never do again until a new game plus. i think i new game plus run of this game would be fantastic for a number of reasons but the gear feels like its only designed for a second run and not the current, you also dont get a ton of it to where it seems like you have a ton of options i probably have 7 or so sets and maybe a handful of individual pieces at chapter 5. even down to smaller items, i have a curio that gives +exp gained on kills but i didnt find this till lvl 80 in current area, sorta pointless at that point. or a boss gave a set that does poison to you but you heal from it but you are always taking chip damage the next zone it puts you in is all chip fire damage so not really incentivized to use it. it just feels very tacked on for what it could be. its nice to have and feel the upgrades and see the costume changes but it could be done so much better.again i still love the game, i highly recommend it overall but my original thoughts still stand through out the entire game. i originally said its 75%-80% near a perfect game and it is still true. The Art direction though again is so compelling, its just there really hasn't been anything like it on this scale or with this production value and i cant wait to see more from the developer. id be really curious to know the lead time on this game and if the developers are listening Please for the love of god make an art book for the game i would buy it instantly, this is one of the most inspiring parts of the game and it needs to be championed i just want concept art finished art whatever you have i want to see it.",False,
FlipTheUsbTwice,23.6,"September 2, 2024",32,"I like the game. I like it a lot. But the most recent patch has broke the games performance and lighting, making it unplayable.Until they fix this I can't give it a thumbs up.",False,
antidotcb,0.7,"August 20, 2024",32,"This game might look sick, but it feels dead inside. The story’s a total snooze fest, and instead of letting you roam free, it keeps you locked on rails. You’re just wandering around with no clear goal, moving from one checkpoint to another without any real motivation. I was hoping for some juicy lore or backstory to sink my teeth into, but nah, it’s just not there.Gameplay? It gets stale fast. Sure, the tutorial tells you the basics—press this for a light attack, that for heavy—but the combat is brain-dead simple. You’re just mashing the same buttons over and over, farming loot, and finding obvious chests and resources. The enemies are dumb as rocks, barely reacting to anything you throw at them. Even the boss fights are a joke; they might stagger, but good luck figuring out when or why. Honestly, it feels like the game was made for kids. I’m just not getting that challenge I crave, and what’s up with having a store in the resting place menu? At least throw in some NPCs to interact with or something.Yeah, the graphics are dope, but the performance is straight-up disappointing. The game doesn’t even support native resolution, relying on DLSS to keep things running. And get this—despite rocking a beastly rig with an i9-13900 and a 4090, the game still struggles to hit 60 fps. It dips to 40, even 30 during fights, all while stuttering like crazy at 4K with max settings and high ray tracing. There’s nothing complex going on to justify these performance issues, which just makes it all the more frustrating.Honestly, after playing something as lit as ""Shadow of the Erd Tree,"" this game just doesn’t cut it. The simple mechanics and easy gameplay don’t scratch that itch anymore. Maybe this game just isn’t my vibe, but I was expecting a lot more. Even with all the eye candy, the lack of depth and the performance hiccups kill the experience for me.",False,
Whit,1.3,"August 23, 2024",31,"Apart from the obvious fantastic graphics and fun combat (during boss fights) it's incredibly boring, lackluster in exploration/world building/ narrative and about anything else an open world should be.",False,
Tenelia,36.0,"August 25, 2024",30,"Definitely DO NOT recommend this.I've grown up on a large variety of games, and this game suffers from bad pacing and design.You need a 4080 to play because I've found the input lag unbearable. From technical reviews like Digital Foundry, you *must* turn off frame generation and other settings (global illum, shadows, anti-aliasing, etc) because these cause significant input delay. Why buy a game costing $94 only to kill visual settings?? Its optimization is shockingly bad when other visually stunning games run well. Warframe, Doom Eternal, Elden Ring, etc are all examples of fast-paced gorgeous games at over 200fps on older systems. Act 1 unfortunately runs past 2 hours so by the time these issues become apparent, I can't get a refund.Key problems:1) Buggy input queues for spirits, transformation, and medicines. Sometimes I must keep tapping the button to trigger usage. Sometimes a light tap interrupts my attack combo instead of queuing up. Sometimes nothing happens after spamming repeatedly and I'm standing around while the boss is waiting in the background weirdly.2) Dodge mechanic very inconsistent. e.g. I've managed to dodge bosses OHKO attack, but after repeated experiments, it's inconsistent. The perfect dodge mechanic also doesn't trigger consistently. It feels like you inconsistently have a larger hitbox.3) Horrifically bad camera angles. Most games have an ""greasy camera slide"" algorithm to detect obstructions between the player and camera origin. It auto-moves the camera. In this game, I got stuck behind a pillar or tree or bush until I'm dead. Also, they did not notice to zoom out on the camera for mega-boss stages, so you're often looking between Wukong's legs or the earth.4) Inconsistent stage design. In act 1, the game has shrines right before main bosses. Later on, you must run back across entire stages to get back to a boss. If you die many times... Good luck.5) Toxic community. Astroturfing by China fanboys makes it impossible to get help or raise attention to the devs for fixes. No dissent is allowed. Everything else is downvoted or harrassed. You can't even make recommendations on tuning graphic settings. Even asking to tune down the difficulty traps you into needless arguments about how to get good. It's amazing how rude they are to older adults with jobs and kids, but still want to enjoy the story.Devs have not communicated on improving the game. Best to wait for actual substantial updates before making a purchase.-----------------28 Aug 2024Made it into act 4. Act 3 is easily 3 times larger than act 1 and 2, which is extremely tedious. Invisible walls everywhere. Many corners look like they can be explored, but are dead ends with no visual design to prevent us from wasting time. You can't interact with the environment unlike Genshin Impact. There's no flying. No wall climbing. Even warframe, a FREE game, I can bullet jump and wall latch. The movement here makes the monkey king look lame.Boss fights in act 3 were also lame. You dance between the boss legs, so your camera is always twitching between his legs and floor. The company calls itself Game Science, claiming to be a serious science and engineering studio... But learned no lessons by GOTY games over the past decade for such things.After unlocking most skills, the game play is also... boring. A few enemies have long attack chains, yet you must keep dodging because upgraded attacks cannot disrupt them. Thus, Dodge Fest Simulator.So you'll cheese it by charging up thrust stance right? That's even more boring. You can't spam magic as magic does NOT recharge until you get special gourd much later. So you have to save your spells and transformation by cheesing through the entire stageORbe forced tododgedodgedodgedodgebecause enemies cannot be interrupted without charged heavy attacks. So keep dodging until your focal points are enough to heavy attack. Then repeat dodging.Finally, the story?It's as if the devs have never studied their own culture or history. The reasons that I love Journey to the West, even studied asian religions and philosophies in university, was because of the deeply respectful and profound allegorical discourses absent from other civilisations. From a story writing perspective, this is important. 3000+ years of profound and rich source material exists for story writers.There's an abundance to create a beautiful cast of characters, each with deep complex portrayals that could have made the story profoundly moving. But none of that was seen.""Journey to the West"" was written at a time (circa 1592) when Buddhism had thrived in a huge sprawling dynastic empire (circa Tang Dynasty 618-907). Before Buddhism came (circa BCE 206), Shamanism, rich regional folk lore, Taoism (circa BCE 450), Confucius (circa BCE 551, Hundred Schools of Thought era),  and all manner of secular sects were already deeply rooted. ""Journey to the West"" is a rare culmination of allegorical novel writing popular over centuries. Yet, none of this was used in game.Instead, the characters are shallow and lacking depth. Buddhas and Bodhisattvas are liars neglecting vows. Celestial court is full of superficial violent immortals. Humans are weak animals at their mercy. Demons are always evil because it is their birth nature. The profound essence of China's culture no longer exists in the game. Like China cities today, all that exists in the game is a beautiful facade. What is China culture?In the original novel, countless profound moments exist. The one I love is about the length of their journey in chapter 24:""你自小时走到老，老了再小，老小千番也还难。只要你见性志诚，念念回首处，即是灵山。""""You can walk from young till old, from old till young again, and even for 1000 cycles, it would still be difficult (to reach the end of your journey). But once you truly achieve the resolute perception (of wisdom), (realising that) Buddha-nature (exists) in all things, then you will have immediately arrived at Spirit Mountain (at the end of your journey).""There are countless lines of beautiful prose and poetry peppered across the original novel.Moments when loyalty and brotherhood stand in contrast to easy victories and unscrupulous tactics. Moments when you realise, for all of Wukong's fiery temper and violence, he is a person that deeply cares about doing the right thing with a deep penetrating wisdom that cuts through the commonly accepted social beliefs. Disappointingly, all of that. Gone. Lost.All we have left is a beautiful spectacle mired by aggressive toxic fanboys and a superficial court (studio)?Maybe this is the ultimate allegory; spiritual successor in the lamentation of modern China. 表面美化，盖掉缺点，心中百烂。Maybe that is the true intent of the game developers.",False,
[Lord] Vader,13.7,"August 20, 2024",29,"Nice coat of paint over a mostly meh game.  Combat has a weird rhythm and seems very imprecise.  Environment, while initially attractive, gets very repetitive.  Confusing layout w/ little visual waypointing.  Some frustrating early minibosses w/ little indication of optional nature.  Comparison to 2018 God of War is insulting to 2018 God of War.",False,
Gervis,1.6,"August 20, 2024",29,The game runs horrifically on a r7 7800x3d and an rx7900xtx. WITH UPSCALING. Lazy devs can't be bothered optimising their games.,False,
Legion of Bear,0.4,"August 19, 2024",28,Game crash right a few seconds after the beginning of the journey. It feels like the game does not playing nice with AMD Cards.,False,
legrandebadger,5.6,"August 25, 2024",28,"Basically a boss gauntlet with technical issues. - The boss fights don't feel meaningful since there is a new one at every corner.- Camera and input feels terrible, it seems like there is input delay all the time.- Animations and timing make it hard to land heavy attacks and judge dodge windows. - Invisible walls make exploring a terrible mess. Not fun for me.",False,
sooth321,42.4,"August 21, 2024",28,"Gameplay is very basic. It's like a bad version of god of war, then made even worse by adding a pointless stamina mechanic.If you don't play a lot of action games you will probably think it's fun. It IS one of the most beautiful games I've played, with a very cool art style. But if I have to do that same light attack combo one more time I'm going to throw up, so I can't recommend this game to action game fans.",False,
Firemonkey,4.6,"August 21, 2024",28,This is a boring game.  You wander through the woods fighting easy mobs till you get to another annoying boss fight.  There's not much depth involved.  The crazy characters are neat though.,False,
Ryscir,22.1,"September 15, 2024",28,"I can't recommend this game as is in good conscience.Pros - Beautiful graphics, amazing music, based on a great mythological tale.Cons - Not a typical souls-like experience, invisible walls EVERYWHERE, repetitive fighting, what feels like extremely unresponsive controls at times, very limiting movesets where you mainly use 1 attack.",False,
AndyMac2010,1.4,"August 21, 2024",27,"its not that fun, like sekiro lite",False,
Napoleonic S,88.9,"September 26, 2024",26,"The game has enough recommendations already so I choose to put this review on the not recommended section, click bait aside I do think that the game is over rated.I'm not a souls genre player, and I rarely play action oriented games, but I'm used to play other kind of games that requires a lot of trials and errors or practice to enjoy, therefore I wasn't shocked by the perceived difficulty of the game.The game is only slightly open world with a few side quests scattered around the map, it feels mostly linear with the exception of the last chapter where suddenly the game went even more open with less linearity on how to approach the map.I think it's useless to describe the gameplay and the positives of this game, there arethousands of other reviews you can read and watch, but to me the biggest downside of the game is on the narration side.The narration is disjointed, requires you to have some level of familiarity with the original source material and requires you to have some level of understanding about Chinese socio-cultural contexts as well as Buddhism and Daoism to fully appreciate the story.Another bad thing for me is that most of the game world building lore is locked inside the game pause menu that will only get unlocked after you met or bested enemies, I think this is a staple of souls genre and as an RPG player I think it's a massive fail as it's the opposite from RPG that tries to immerse you in the world of the game, in here it became distraction and is totally unimmerisve.You can get that from YouTube that covers them, but as a stand alone game and story that is a massive fail on part of the developers.Aside from that performance wise the game continues the tradition of UE5 games that at times can offer amazing visuals but other times are not, riddled with stutters and unreasonable performance. And to make it worse somehow the game has no native HDR support, I could enable the UE5 HDR with .ini editing but it result in UI ghosting issue.Ultrawide 21:9 is natively supported with a few minor issues.Overall it's a solid first AAA Chinese game but they need to improve their story telling for their next game.",False,
